step,herbivores,predators,resource_biomass,resource_fraction,mean_herbivore_energy,mean_predator_energy,mean_herbivore_speed,mean_predator_speed,herbivore_births,predator_births,herbivore_deaths,predator_deaths,kills
185,4,16,110465.12607865718,0.9975531738616068,95.09452440289886,49.12557265460805,1.882612525776401,2.112378996349487,0,0,0,0,0
186,4,15,110474.29996387404,0.9976360184537381,95.98984827735788,51.142847308830234,1.882612525776401,2.120547605251644,0,0,0,1,0
187,4,15,110482.94869838358,0.9977141206826147,96.88629144996817,49.91840363329377,1.882612525776401,2.120547605251644,0,0,0,0,0
188,3,15,110491.06700423817,0.997787432885833,91.49062239363819,51.32065550533493,1.9215812482471708,2.120547605251644,0,0,1,0,1
189,3,14,110502.25058737045,0.9978884260159256,92.36484244109852,53.73289221744658,1.9215812482471708,2.1332374620557903,0,0,0,1,0
190,3,14,110512.30900237174,0.997979258337082,93.25212883916072,52.5017315981943,1.9215812482471708,2.1332374620557903,0,0,0,0,0
191,3,14,110521.85458825013,0.9980654595648123,94.11207470176127,51.30862259152184,1.9215812482471708,2.1332374620557903,0,0,0,0,0
192,3,14,110530.7515058162,0.9981458030059567,94.97168101482755,50.11313061606352,1.9215812482471708,2.1332374620557903,0,0,0,0,0
193,3,13,110540.24995754081,0.9982315785896274,95.84183535761144,52.713195006055734,1.9215812482471708,2.150826640714203,0,0,0,1,0
194,3,12,110547.85518436178,0.9983002574426058,96.71920544356277,55.83151039106111,1.9215812482471708,2.1676786529744,0,0,0,1,0
195,3,12,110554.99201553874,0.9983647064578255,97.59042959073707,54.60534285052708,1.9215812482471708,2.1676786529744,0,0,0,0,0
196,3,11,110561.5764308346,0.9984241668921686,98.4794954506793,58.265052626143394,1.9215812482471708,2.168587087047585,0,0,0,1,0
197,3,11,110567.66891325431,0.9984791849362358,99.38032152807155,57.06075474269619,1.9215812482471708,2.168587087047585,0,0,0,0,0
198,3,11,110573.29937802156,0.998530030738873,100.29367058534494,55.88281100442328,1.9215812482471708,2.168587087047585,0,0,0,0,0
199,3,10,110578.4919283177,0.9985769219633909,101.22077135234686,60.15462141786586,1.9215812482471708,2.1890584750983764,0,0,0,1,0
200,3,10,110583.2943768724,0.9986202903817154,102.1574049597176,58.956406245351104,1.9215812482471708,2.1890584750983764,0,0,0,0,0
201,3,10,110587.72552435614,0.9986603057729359,103.10477207573787,57.770779533677384,1.9215812482471708,2.1890584750983764,0,0,0,0,0
